"행정구역(동읍면)별","시점","항목","5세별",데이터
"청운효자동","2014","총인구수 (명)","10 - 14세",810
"청운효자동","2014","총인구수 (명)","15 - 19세",1027
"청운효자동","2014","총인구수 (명)","20 - 24세",900
"청운효자동","2014","총인구수 (명)","25 - 29세",859
"청운효자동","2014","총인구수 (명)","30 - 34세",1037
"청운효자동","2014","총인구수 (명)","35 - 39세",1129
"청운효자동","2014","총인구수 (명)","40 - 44세",1387
"청운효자동","2014","총인구수 (명)","45 - 49세",1287
"청운효자동","2014","총인구수 (명)","50 - 54세",1150
"청운효자동","2014","총인구수 (명)","55 - 59세",900
"청운효자동","2014","총인구수 (명)","60 - 64세",635
"청운효자동","2014","총인구수 (명)","65 - 69세",635
"청운효자동","2014","총인구수 (명)","70 - 74세",572
"청운효자동","2014","총인구수 (명)","75 - 79세",439
"청운효자동","2014","총인구수 (명)","80 - 84세",237
"청운효자동","2014","총인구수 (명)","85 - 89세",113
"청운효자동","2014","총인구수 (명)","90 - 94세",52
"청운효자동","2014","총인구수 (명)","95 - 99세",11
"청운효자동","2014","총인구수 (명)","100+",17
"청운효자동","2014","남자인구수 (명)","계",6807
"청운효자동","2014","남자인구수 (명)","0 - 4세",268
"청운효자동","2014","남자인구수 (명)","5 - 9세",335
"청운효자동","2014","남자인구수 (명)","10 - 14세",447
"청운효자동","2014","남자인구수 (명)","15 - 19세",554
"청운효자동","2014","남자인구수 (명)","20 - 24세",465
"청운효자동","2014","남자인구수 (명)","25 - 29세",418
"청운효자동","2014","남자인구수 (명)","30 - 34세",457
"청운효자동","2014","남자인구수 (명)","35 - 39세",501
"청운효자동","2014","남자인구수 (명)","40 - 44세",618
"청운효자동","2014","남자인구수 (명)","45 - 49세",591
"청운효자동","2014","남자인구수 (명)","50 - 54세",593
"청운효자동","2014","남자인구수 (명)","55 - 59세",428
"청운효자동","2014","남자인구수 (명)","60 - 64세",273
"청운효자동","2014","남자인구수 (명)","65 - 69세",267
"청운효자동","2014","남자인구수 (명)","70 - 74세",244
"청운효자동","2014","남자인구수 (명)","75 - 79세",193
"청운효자동","2014","남자인구수 (명)","80 - 84세",95
"청운효자동","2014","남자인구수 (명)","85 - 89세",40
"청운효자동","2014","남자인구수 (명)","90 - 94세",15
"청운효자동","2014","남자인구수 (명)","95 - 99세",2
"청운효자동","2014","남자인구수 (명)","100+",3
"청운효자동","2014","여자인구수 (명)","계",7501
"청운효자동","2014","여자인구수 (명)","0 - 4세",228
"청운효자동","2014","여자인구수 (명)","5 - 9세",280
"청운효자동","2014","여자인구수 (명)","10 - 14세",363
"청운효자동","2014","여자인구수 (명)","15 - 19세",473
"청운효자동","2014","여자인구수 (명)","20 - 24세",435
"청운효자동","2014","여자인구수 (명)","25 - 29세",441
"청운효자동","2014","여자인구수 (명)","30 - 34세",580
"청운효자동","2014","여자인구수 (명)","35 - 39세",628
"청운효자동","2014","여자인구수 (명)","40 - 44세",769
"청운효자동","2014","여자인구수 (명)","45 - 49세",696
"청운효자동","2014","여자인구수 (명)","50 - 54세",557
"청운효자동","2014","여자인구수 (명)","55 - 59세",472
"청운효자동","2014","여자인구수 (명)","60 - 64세",362
"청운효자동","2014","여자인구수 (명)","65 - 69세",368
"청운효자동","2014","여자인구수 (명)","70 - 74세",328
"청운효자동","2014","여자인구수 (명)","75 - 79세",246
"청운효자동","2014","여자인구수 (명)","80 - 84세",142
"청운효자동","2014","여자인구수 (명)","85 - 89세",73
"청운효자동","2014","여자인구수 (명)","90 - 94세",37
"청운효자동","2014","여자인구수 (명)","95 - 99세",9
"청운효자동","2014","여자인구수 (명)","100+",14
"청운효자동","2017","총인구수 (명)","계",13272
"청운효자동","2017","총인구수 (명)","0 - 4세",455
"청운효자동","2017","총인구수 (명)","5 - 9세",570
"청운효자동","2017","총인구수 (명)","10 - 14세",636
"청운효자동","2017","총인구수 (명)","15 - 19세",784
"청운효자동","2017","총인구수 (명)","20 - 24세",850
"청운효자동","2017","총인구수 (명)","25 - 29세",846
"청운효자동","2017","총인구수 (명)","30 - 34세",851
"청운효자동","2017","총인구수 (명)","35 - 39세",1078
"청운효자동","2017","총인구수 (명)","40 - 44세",1145
"청운효자동","2017","총인구수 (명)","45 - 49세",1236
"청운효자동","2017","총인구수 (명)","50 - 54세",1073
"청운효자동","2017","총인구수 (명)","55 - 59세",919
"청운효자동","2017","총인구수 (명)","60 - 64세",712
"청운효자동","2017","총인구수 (명)","65 - 69세",557
"청운효자동","2017","총인구수 (명)","70 - 74세",546
"청운효자동","2017","총인구수 (명)","75 - 79세",498
"청운효자동","2017","총인구수 (명)","80 - 84세",314
"청운효자동","2017","총인구수 (명)","85 - 89세",115
"청운효자동","2017","총인구수 (명)","90 - 94세",52
"청운효자동","2017","총인구수 (명)","95 - 99세",18
"청운효자동","2017","총인구수 (명)","100+",17
"청운효자동","2017","남자인구수 (명)","계",6254
"청운효자동","2017","남자인구수 (명)","0 - 4세",241
"청운효자동","2017","남자인구수 (명)","5 - 9세",301
"청운효자동","2017","남자인구수 (명)","10 - 14세",348
"청운효자동","2017","남자인구수 (명)","15 - 19세",418
"청운효자동","2017","남자인구수 (명)","20 - 24세",448
"청운효자동","2017","남자인구수 (명)","25 - 29세",431
"청운효자동","2017","남자인구수 (명)","30 - 34세",378
"청운효자동","2017","남자인구수 (명)","35 - 39세",493
"청운효자동","2017","남자인구수 (명)","40 - 44세",492
"청운효자동","2017","남자인구수 (명)","45 - 49세",560
"청운효자동","2017","남자인구수 (명)","50 - 54세",513
"청운효자동","2017","남자인구수 (명)","55 - 59세",450
"청운효자동","2017","남자인구수 (명)","60 - 64세",330
"청운효자동","2017","남자인구수 (명)","65 - 69세",216
"청운효자동","2017","남자인구수 (명)","70 - 74세",213
"청운효자동","2017","남자인구수 (명)","75 - 79세",220
"청운효자동","2017","남자인구수 (명)","80 - 84세",132
"청운효자동","2017","남자인구수 (명)","85 - 89세",38
"청운효자동","2017","남자인구수 (명)","90 - 94세",24
"청운효자동","2017","남자인구수 (명)","95 - 99세",6
"청운효자동","2017","남자인구수 (명)","100+",2
"청운효자동","2017","여자인구수 (명)","계",7018
"청운효자동","2017","여자인구수 (명)","0 - 4세",214
"청운효자동","2017","여자인구수 (명)","5 - 9세",269
"청운효자동","2017","여자인구수 (명)","10 - 14세",288
"청운효자동","2017","여자인구수 (명)","15 - 19세",366
"청운효자동","2017","여자인구수 (명)","20 - 24세",402
"청운효자동","2017","여자인구수 (명)","25 - 29세",415
"청운효자동","2017","여자인구수 (명)","30 - 34세",473
"청운효자동","2017","여자인구수 (명)","35 - 39세",585
"청운효자동","2017","여자인구수 (명)","40 - 44세",653
"청운효자동","2017","여자인구수 (명)","45 - 49세",676
"청운효자동","2017","여자인구수 (명)","50 - 54세",560
"청운효자동","2017","여자인구수 (명)","55 - 59세",469
"청운효자동","2017","여자인구수 (명)","60 - 64세",382
"청운효자동","2017","여자인구수 (명)","65 - 69세",341
"청운효자동","2017","여자인구수 (명)","70 - 74세",333
"청운효자동","2017","여자인구수 (명)","75 - 79세",278
"청운효자동","2017","여자인구수 (명)","80 - 84세",182
"청운효자동","2017","여자인구수 (명)","85 - 89세",77
"청운효자동","2017","여자인구수 (명)","90 - 94세",28
"청운효자동","2017","여자인구수 (명)","95 - 99세",12
"청운효자동","2017","여자인구수 (명)","100+",15
"사직동","2011","총인구수 (명)","계",10150
"사직동","2011","총인구수 (명)","0 - 4세",401
"사직동","2011","총인구수 (명)","5 - 9세",353
"사직동","2011","총인구수 (명)","10 - 14세",412
"사직동","2011","총인구수 (명)","15 - 19세",529
"사직동","2011","총인구수 (명)","20 - 24세",618
"사직동","2011","총인구수 (명)","25 - 29세",725
"사직동","2011","총인구수 (명)","30 - 34세",841
"사직동","2011","총인구수 (명)","35 - 39세",831
"사직동","2011","총인구수 (명)","40 - 44세",881
"사직동","2011","총인구수 (명)","45 - 49세",804
"사직동","2011","총인구수 (명)","50 - 54세",881
"사직동","2011","총인구수 (명)","55 - 59세",757
"사직동","2011","총인구수 (명)","60 - 64세",561
"사직동","2011","총인구수 (명)","65 - 69세",495
"사직동","2011","총인구수 (명)","70 - 74세",452
"사직동","2011","총인구수 (명)","75 - 79세",301
"사직동","2011","총인구수 (명)","80 - 84세",168
"사직동","2011","총인구수 (명)","85 - 89세",82
"사직동","2011","총인구수 (명)","90 - 94세",36
"사직동","2011","총인구수 (명)","95 - 99세",9
"사직동","2011","총인구수 (명)","100+",13
"사직동","2011","남자인구수 (명)","계",4701
"사직동","2011","남자인구수 (명)","0 - 4세",211
"사직동","2011","남자인구수 (명)","5 - 9세",181
"사직동","2011","남자인구수 (명)","10 - 14세",206
"사직동","2011","남자인구수 (명)","15 - 19세",248
"사직동","2011","남자인구수 (명)","20 - 24세",300
"사직동","2011","남자인구수 (명)","25 - 29세",324
"사직동","2011","남자인구수 (명)","30 - 34세",387
"사직동","2011","남자인구수 (명)","35 - 39세",395
"사직동","2011","남자인구수 (명)","40 - 44세",406
"사직동","2011","남자인구수 (명)","45 - 49세",374
"사직동","2011","남자인구수 (명)","50 - 54세",425
"사직동","2011","남자인구수 (명)","55 - 59세",348
"사직동","2011","남자인구수 (명)","60 - 64세",242
"사직동","2011","남자인구수 (명)","65 - 69세",218
"사직동","2011","남자인구수 (명)","70 - 74세",202
"사직동","2011","남자인구수 (명)","75 - 79세",130
"사직동","2011","남자인구수 (명)","80 - 84세",62
"사직동","2011","남자인구수 (명)","85 - 89세",24
"사직동","2011","남자인구수 (명)","90 - 94세",12
"사직동","2011","남자인구수 (명)","95 - 99세",4
"사직동","2011","남자인구수 (명)","100+",2
"사직동","2011","여자인구수 (명)","계",5449
"사직동","2011","여자인구수 (명)","0 - 4세",190
"사직동","2011","여자인구수 (명)","5 - 9세",172
"사직동","2011","여자인구수 (명)","10 - 14세",206
"사직동","2011","여자인구수 (명)","15 - 19세",281
"사직동","2011","여자인구수 (명)","20 - 24세",318
"사직동","2011","여자인구수 (명)","25 - 29세",401
"사직동","2011","여자인구수 (명)","30 - 34세",454
"사직동","2011","여자인구수 (명)","35 - 39세",436
"사직동","2011","여자인구수 (명)","40 - 44세",475
"사직동","2011","여자인구수 (명)","45 - 49세",430
"사직동","2011","여자인구수 (명)","50 - 54세",456
"사직동","2011","여자인구수 (명)","55 - 59세",409
"사직동","2011","여자인구수 (명)","60 - 64세",319
"사직동","2011","여자인구수 (명)","65 - 69세",277
"사직동","2011","여자인구수 (명)","70 - 74세",250
"사직동","2011","여자인구수 (명)","75 - 79세",171
"사직동","2011","여자인구수 (명)","80 - 84세",106
"사직동","2011","여자인구수 (명)","85 - 89세",58
"사직동","2011","여자인구수 (명)","90 - 94세",24
"사직동","2011","여자인구수 (명)","95 - 99세",5
"사직동","2011","여자인구수 (명)","100+",11
"사직동","2014","총인구수 (명)","계",9774
"사직동","2014","총인구수 (명)","0 - 4세",372
"사직동","2014","총인구수 (명)","5 - 9세",399
"사직동","2014","총인구수 (명)","10 - 14세",367
"사직동","2014","총인구수 (명)","15 - 19세",456
"사직동","2014","총인구수 (명)","20 - 24세",579
"사직동","2014","총인구수 (명)","25 - 29세",657
"사직동","2014","총인구수 (명)","30 - 34세",753
"사직동","2014","총인구수 (명)","35 - 39세",775
"사직동","2014","총인구수 (명)","40 - 44세",872
"사직동","2014","총인구수 (명)","45 - 49세",811
"사직동","2014","총인구수 (명)","50 - 54세",749
"사직동","2014","총인구수 (명)","55 - 59세",793
"사직동","2014","총인구수 (명)","60 - 64세",532
"사직동","2014","총인구수 (명)","65 - 69세",492
"사직동","2014","총인구수 (명)","70 - 74세",452
"사직동","2014","총인구수 (명)","75 - 79세",340
"사직동","2014","총인구수 (명)","80 - 84세",198
"사직동","2014","총인구수 (명)","85 - 89세",106
"사직동","2014","총인구수 (명)","90 - 94세",41
"사직동","2014","총인구수 (명)","95 - 99세",16
"사직동","2014","총인구수 (명)","100+",14
"사직동","2014","남자인구수 (명)","계",4571
"사직동","2014","남자인구수 (명)","0 - 4세",203
"사직동","2014","남자인구수 (명)","5 - 9세",219
"사직동","2014","남자인구수 (명)","10 - 14세",171
"사직동","2014","남자인구수 (명)","15 - 19세",226
"사직동","2014","남자인구수 (명)","20 - 24세",254
"사직동","2014","남자인구수 (명)","25 - 29세",314
"사직동","2014","남자인구수 (명)","30 - 34세",349
"사직동","2014","남자인구수 (명)","35 - 39세",342
"사직동","2014","남자인구수 (명)","40 - 44세",420
"사직동","2014","남자인구수 (명)","45 - 49세",380
"사직동","2014","남자인구수 (명)","50 - 54세",330
"사직동","2014","남자인구수 (명)","55 - 59세",396
"사직동","2014","남자인구수 (명)","60 - 64세",243
"사직동","2014","남자인구수 (명)","65 - 69세",216
"사직동","2014","남자인구수 (명)","70 - 74세",212
"사직동","2014","남자인구수 (명)","75 - 79세",154
"사직동","2014","남자인구수 (명)","80 - 84세",75
"사직동","2014","남자인구수 (명)","85 - 89세",46
"사직동","2014","남자인구수 (명)","90 - 94세",13
"사직동","2014","남자인구수 (명)","95 - 99세",6
"사직동","2014","남자인구수 (명)","100+",2
"사직동","2014","여자인구수 (명)","계",5203
"사직동","2014","여자인구수 (명)","0 - 4세",169
"사직동","2014","여자인구수 (명)","5 - 9세",180
"사직동","2014","여자인구수 (명)","10 - 14세",196
"사직동","2014","여자인구수 (명)","15 - 19세",230
"사직동","2014","여자인구수 (명)","20 - 24세",325
"사직동","2014","여자인구수 (명)","25 - 29세",343
"사직동","2014","여자인구수 (명)","30 - 34세",404
"사직동","2014","여자인구수 (명)","35 - 39세",433
"사직동","2014","여자인구수 (명)","40 - 44세",452
"사직동","2014","여자인구수 (명)","45 - 49세",431
"사직동","2014","여자인구수 (명)","50 - 54세",419
"사직동","2014","여자인구수 (명)","55 - 59세",397
"사직동","2014","여자인구수 (명)","60 - 64세",289
"사직동","2014","여자인구수 (명)","65 - 69세",276
"사직동","2014","여자인구수 (명)","70 - 74세",240
"사직동","2014","여자인구수 (명)","75 - 79세",186
"사직동","2014","여자인구수 (명)","80 - 84세",123
"사직동","2014","여자인구수 (명)","85 - 89세",60
"사직동","2014","여자인구수 (명)","90 - 94세",28
"사직동","2014","여자인구수 (명)","95 - 99세",10
"사직동","2014","여자인구수 (명)","100+",12
"사직동","2017","총인구수 (명)","계",9441
"사직동","2017","총인구수 (명)","0 - 4세",325
"사직동","2017","총인구수 (명)","5 - 9세",391
"사직동","2017","총인구수 (명)","10 - 14세",350
"사직동","2017","총인구수 (명)","15 - 19세",412
"사직동","2017","총인구수 (명)","20 - 24세",495
"사직동","2017","총인구수 (명)","25 - 29세",620
"사직동","2017","총인구수 (명)","30 - 34세",699
"사직동","2017","총인구수 (명)","35 - 39세",722
"사직동","2017","총인구수 (명)","40 - 44세",753
"사직동","2017","총인구수 (명)","45 - 49세",864
"사직동","2017","총인구수 (명)","50 - 54세",741
"사직동","2017","총인구수 (명)","55 - 59세",760
"사직동","2017","총인구수 (명)","60 - 64세",611
"사직동","2017","총인구수 (명)","65 - 69세",453
"사직동","2017","총인구수 (명)","70 - 74세",388
"사직동","2017","총인구수 (명)","75 - 79세",382
"사직동","2017","총인구수 (명)","80 - 84세",265
"사직동","2017","총인구수 (명)","85 - 89세",118
"사직동","2017","총인구수 (명)","90 - 94세",51
"사직동","2017","총인구수 (명)","95 - 99세",24
"사직동","2017","총인구수 (명)","100+",17
"사직동","2017","남자인구수 (명)","계",4318
"사직동","2017","남자인구수 (명)","0 - 4세",175
"사직동","2017","남자인구수 (명)","5 - 9세",207
"사직동","2017","남자인구수 (명)","10 - 14세",167
"사직동","2017","남자인구수 (명)","15 - 19세",199
"사직동","2017","남자인구수 (명)","20 - 24세",218
"사직동","2017","남자인구수 (명)","25 - 29세",289
"사직동","2017","남자인구수 (명)","30 - 34세",319
"사직동","2017","남자인구수 (명)","35 - 39세",311
"사직동","2017","남자인구수 (명)","40 - 44세",330
"사직동","2017","남자인구수 (명)","45 - 49세",395
"사직동","2017","남자인구수 (명)","50 - 54세",335
"사직동","2017","남자인구수 (명)","55 - 59세",361
"사직동","2017","남자인구수 (명)","60 - 64세",283
"사직동","2017","남자인구수 (명)","65 - 69세",203
"사직동","2017","남자인구수 (명)","70 - 74세",170
"사직동","2017","남자인구수 (명)","75 - 79세",166
"사직동","2017","남자인구수 (명)","80 - 84세",116
"사직동","2017","남자인구수 (명)","85 - 89세",46
"사직동","2017","남자인구수 (명)","90 - 94세",17
"사직동","2017","남자인구수 (명)","95 - 99세",9
"사직동","2017","남자인구수 (명)","100+",2
"사직동","2017","여자인구수 (명)","계",5123
"사직동","2017","여자인구수 (명)","0 - 4세",150
"사직동","2017","여자인구수 (명)","5 - 9세",184
"사직동","2017","여자인구수 (명)","10 - 14세",183
"사직동","2017","여자인구수 (명)","15 - 19세",213
"사직동","2017","여자인구수 (명)","20 - 24세",277
"사직동","2017","여자인구수 (명)","25 - 29세",331
"사직동","2017","여자인구수 (명)","30 - 34세",380
"사직동","2017","여자인구수 (명)","35 - 39세",411
"사직동","2017","여자인구수 (명)","40 - 44세",423
"사직동","2017","여자인구수 (명)","45 - 49세",469
"사직동","2017","여자인구수 (명)","50 - 54세",406
"사직동","2017","여자인구수 (명)","55 - 59세",399
"사직동","2017","여자인구수 (명)","60 - 64세",328
"사직동","2017","여자인구수 (명)","65 - 69세",250
"사직동","2017","여자인구수 (명)","70 - 74세",218
"사직동","2017","여자인구수 (명)","75 - 79세",216
"사직동","2017","여자인구수 (명)","80 - 84세",149
"사직동","2017","여자인구수 (명)","85 - 89세",72
"사직동","2017","여자인구수 (명)","90 - 94세",34
"사직동","2017","여자인구수 (명)","95 - 99세",15
"사직동","2017","여자인구수 (명)","100+",15
"삼청동","2011","총인구수 (명)","계",3415
"삼청동","2011","총인구수 (명)","0 - 4세",92
"삼청동","2011","총인구수 (명)","5 - 9세",103
"삼청동","2011","총인구수 (명)","10 - 14세",169
"삼청동","2011","총인구수 (명)","15 - 19세",196
"삼청동","2011","총인구수 (명)","20 - 24세",174
"삼청동","2011","총인구수 (명)","25 - 29세",244
"삼청동","2011","총인구수 (명)","30 - 34세",282
"삼청동","2011","총인구수 (명)","35 - 39세",217
"삼청동","2011","총인구수 (명)","40 - 44세",282
"삼청동","2011","총인구수 (명)","45 - 49세",271
"삼청동","2011","총인구수 (명)","50 - 54세",310
"삼청동","2011","총인구수 (명)","55 - 59세",275
"삼청동","2011","총인구수 (명)","60 - 64세",199
"삼청동","2011","총인구수 (명)","65 - 69세",181
"삼청동","2011","총인구수 (명)","70 - 74세",157
"삼청동","2011","총인구수 (명)","75 - 79세",118
"삼청동","2011","총인구수 (명)","80 - 84세",74
"삼청동","2011","총인구수 (명)","85 - 89세",41
"삼청동","2011","총인구수 (명)","90 - 94세",22
"삼청동","2011","총인구수 (명)","95 - 99세",5
"삼청동","2011","총인구수 (명)","100+",3
"삼청동","2011","남자인구수 (명)","계",1643
"삼청동","2011","남자인구수 (명)","0 - 4세",44
"삼청동","2011","남자인구수 (명)","5 - 9세",58
"삼청동","2011","남자인구수 (명)","10 - 14세",84
"삼청동","2011","남자인구수 (명)","15 - 19세",100
"삼청동","2011","남자인구수 (명)","20 - 24세",85
"삼청동","2011","남자인구수 (명)","25 - 29세",125
"삼청동","2011","남자인구수 (명)","30 - 34세",142
"삼청동","2011","남자인구수 (명)","35 - 39세",112
"삼청동","2011","남자인구수 (명)","40 - 44세",146
"삼청동","2011","남자인구수 (명)","45 - 49세",121
"삼청동","2011","남자인구수 (명)","50 - 54세",147
"삼청동","2011","남자인구수 (명)","55 - 59세",128
"삼청동","2011","남자인구수 (명)","60 - 64세",98
"삼청동","2011","남자인구수 (명)","65 - 69세",78
"삼청동","2011","남자인구수 (명)","70 - 74세",65
"삼청동","2011","남자인구수 (명)","75 - 79세",51
"삼청동","2011","남자인구수 (명)","80 - 84세",24
"삼청동","2011","남자인구수 (명)","85 - 89세",22
"삼청동","2011","남자인구수 (명)","90 - 94세",12
"삼청동","2011","남자인구수 (명)","95 - 99세",0
"삼청동","2011","남자인구수 (명)","100+",1
"삼청동","2011","여자인구수 (명)","계",1772
"삼청동","2011","여자인구수 (명)","0 - 4세",48
"삼청동","2011","여자인구수 (명)","5 - 9세",45
"삼청동","2011","여자인구수 (명)","10 - 14세",85
"삼청동","2011","여자인구수 (명)","15 - 19세",96
"삼청동","2011","여자인구수 (명)","20 - 24세",89
"삼청동","2011","여자인구수 (명)","25 - 29세",119
"삼청동","2011","여자인구수 (명)","30 - 34세",140
"삼청동","2011","여자인구수 (명)","35 - 39세",105
"삼청동","2011","여자인구수 (명)","40 - 44세",136
"삼청동","2011","여자인구수 (명)","45 - 49세",150
"삼청동","2011","여자인구수 (명)","50 - 54세",163
"삼청동","2011","여자인구수 (명)","55 - 59세",147
"삼청동","2011","여자인구수 (명)","60 - 64세",101
"삼청동","2011","여자인구수 (명)","65 - 69세",103
"삼청동","2011","여자인구수 (명)","70 - 74세",92
"삼청동","2011","여자인구수 (명)","75 - 79세",67
"삼청동","2011","여자인구수 (명)","80 - 84세",50
"삼청동","2011","여자인구수 (명)","85 - 89세",19
"삼청동","2011","여자인구수 (명)","90 - 94세",10
"삼청동","2011","여자인구수 (명)","95 - 99세",5
"삼청동","2011","여자인구수 (명)","100+",2
"삼청동","2014","총인구수 (명)","계",3058
"삼청동","2014","총인구수 (명)","0 - 4세",73
"삼청동","2014","총인구수 (명)","5 - 9세",94
"삼청동","2014","총인구수 (명)","10 - 14세",114
"삼청동","2014","총인구수 (명)","15 - 19세",164
"삼청동","2014","총인구수 (명)","20 - 24세",159
"삼청동","2014","총인구수 (명)","25 - 29세",180
"삼청동","2014","총인구수 (명)","30 - 34세",231
"삼청동","2014","총인구수 (명)","35 - 39세",211
"삼청동","2014","총인구수 (명)","40 - 44세",237
"삼청동","2014","총인구수 (명)","45 - 49세",231
"삼청동","2014","총인구수 (명)","50 - 54세",258
"삼청동","2014","총인구수 (명)","55 - 59세",267
"삼청동","2014","총인구수 (명)","60 - 64세",199
"삼청동","2014","총인구수 (명)","65 - 69세",175
"삼청동","2014","총인구수 (명)","70 - 74세",183
"삼청동","2014","총인구수 (명)","75 - 79세",112
"삼청동","2014","총인구수 (명)","80 - 84세",85
"삼청동","2014","총인구수 (명)","85 - 89세",53
"삼청동","2014","총인구수 (명)","90 - 94세",21
"삼청동","2014","총인구수 (명)","95 - 99세",7
"삼청동","2014","총인구수 (명)","100+",4
"삼청동","2014","남자인구수 (명)","계",1465
"삼청동","2014","남자인구수 (명)","0 - 4세",34
"삼청동","2014","남자인구수 (명)","5 - 9세",50
"삼청동","2014","남자인구수 (명)","10 - 14세",70
"삼청동","2014","남자인구수 (명)","15 - 19세",81
"삼청동","2014","남자인구수 (명)","20 - 24세",83
"삼청동","2014","남자인구수 (명)","25 - 29세",81
"삼청동","2014","남자인구수 (명)","30 - 34세",117
"삼청동","2014","남자인구수 (명)","35 - 39세",102
"삼청동","2014","남자인구수 (명)","40 - 44세",125
"삼청동","2014","남자인구수 (명)","45 - 49세",105
"삼청동","2014","남자인구수 (명)","50 - 54세",126
"삼청동","2014","남자인구수 (명)","55 - 59세",130
"삼청동","2014","남자인구수 (명)","60 - 64세",87
"삼청동","2014","남자인구수 (명)","65 - 69세",77
"삼청동","2014","남자인구수 (명)","70 - 74세",88
"삼청동","2014","남자인구수 (명)","75 - 79세",43
"삼청동","2014","남자인구수 (명)","80 - 84세",34
"삼청동","2014","남자인구수 (명)","85 - 89세",18
"삼청동","2014","남자인구수 (명)","90 - 94세",13
"삼청동","2014","남자인구수 (명)","95 - 99세",0
"삼청동","2014","남자인구수 (명)","100+",1
"삼청동","2014","여자인구수 (명)","계",1593
"삼청동","2014","여자인구수 (명)","0 - 4세",39
"삼청동","2014","여자인구수 (명)","5 - 9세",44
"삼청동","2014","여자인구수 (명)","10 - 14세",44
